jan,jul
0,0
0,0
0,0
0,0
0,0.043597679
0,0.267981999
0,0.160073312
0,0.277603384
0.034869817,0.348698168
0.06931679,0.693167901
0.269342373,0.569342373
0.441501656,0.941501656
0.020277814,0.202778144
0.021181113,0.21181113
0,0.38325497
0,0.087217571
0,0.059105059
0,0.029095712
0,0.027095712
0,0
0,0
0,0
0,0
0,0
