Year,PV (MW),Wind (MW),CHP (MW),HP (MW),TH-Storage (MWh),P2G (MW),H2-Storage (MWh),BESS (MW),GasG bus12 (MW),GasG bus1 (MW),Cost (EUR),CO2 (tCO2)
2025,6.211253239168741,90.85955030930955,0.3151101354345395,0.019366957870297075,0.0,17.20506057481184,0.0,0.5116721441391292,10.416002365916176,0.02497672947304358,153969427.55657494,74705.11448493517
