F1,F2
36302247.783341885,34848.30090212238
87579285.81496936,29371.63330825293
33810278.788541734,36453.659912284165
85747732.95225704,30630.89636760628
36110078.69345623,34863.377418982025
29193063.390464664,37196.39586268692
4626138250.692118,27204.602622726256
88765417.10587901,28109.165882700017
4624774162.632823,27229.268565116654
33176923.882125378,34772.017063404186
74931033.57929397,31490.83736362028
29243691.34500301,37150.47653917891
77123750.73703706,30573.897642796095
87579285.81496936,29371.63330825293
87902723.00882721,29324.28177287216
4626138250.692118,27204.602622726256
4624774162.632823,27229.268565116654
33176923.882125378,34772.017063404186
73081088.95420814,31383.96730311509
87345536.22037488,27673.61491680642
28671231.504718006,37139.39195592908
76259864.58171129,29265.127106435575
4626138250.692118,27204.602622726256
28671231.504718006,37139.39195592908
89248808.45151418,27292.104640437847
4624774162.632823,27229.268565116654
70487136.68259847,29537.783949267556
33176923.882125378,34772.017063404186
29052727.52412206,37133.24255463528
32514988.09040165,34776.659977724834
76259864.58171129,29265.127106435575
87345536.22037488,27673.61491680642
26999847.410337567,37143.29454514958
4625669507.838869,27182.969894105194
237094191.0637827,27240.044698621066
4624774162.632823,27229.268565116654
31949105.9641757,34680.79162852879
70487136.68259847,29537.783949267556
28672033.895546973,35615.33484431286
87345536.22037488,27673.61491680642
76259864.58171129,29265.127106435575
28671231.504718006,37139.39195592908
4630531649.756114,26707.067974059508
26850842.131189764,37191.885596198306
237094191.0637827,27240.044698621066
4624774162.632823,27229.268565116654
31711790.09181559,34678.09363455004
70487136.68259847,29537.783949267556
28556802.071969748,35612.7191361734
87345536.22037488,27673.61491680642
85984778.77758044,28645.084937004125
26999847.410337567,37143.29454514958
26850842.131189764,37191.885596198306
4628236577.343719,26704.744119972635
4624353504.898105,27234.46664527
237504867.4887159,27239.272117381304
31959722.21738231,33307.902727367844
70401911.7269423,29538.313952351047
28389135.19150567,35585.38247841719
31711790.09181559,34678.09363455004
87345536.22037488,27673.61491680642
26999847.410337567,37143.29454514958
26850842.131189764,37191.885596198306
31959722.21738231,33307.902727367844
28389135.19150567,35585.38247841719
31711790.09181559,34678.09363455004
87345536.22037488,27673.61491680642
26999847.410337567,37143.29454514958
41097348.25437015,32855.61488349535
27040337.772447467,35710.34264648689
67778597.55949199,29413.646737280862
214386115.44143236,26495.43519162524
141269655.93299776,42708.40825029396
3160873892.1563797,37524.31570558557
1607337628.3629916,39041.09667744486
141269655.93299776,42708.40825029396
3160873892.1563797,37524.31570558557
1394292676.5521235,38833.90465255517
4688291296.958471,34527.777776904055
141269655.93299776,42708.40825029396
1317008038.6873388,37099.2998364026
2806612038.8261805,32780.53840690297
141269655.93299776,42708.40825029396
2806612038.8261805,32780.53840690297
2805840260.7136354,32824.059612323326
337803098.1462529,34445.13896585145
285490456.4699875,35717.03852357884
141269655.93299776,42708.40825029396
2806612038.8261805,32780.53840690297
2805840260.7136354,32824.059612323326
337803098.1462529,34445.13896585145
285490456.4699875,35717.03852357884
528736000.203187,33009.34145728857
204259156.11364436,37338.56303260047
158035913.02240288,39296.78076800935
141269655.93299776,42708.40825029396
158035913.02240288,39296.78076800935
174767798.59703076,32857.08808094362
169598741.4465493,39230.044065806505
217537461.3639853,30289.42288277115
97303410.41742676,30250.500370275757
97303410.41742676,30250.500370275757
90750740.66112345,37836.984785836554
96752105.10026366,30229.289660913688
96752105.10026366,30229.289660913688
69371195.43578166,36380.11056710601
62171758.54169285,42627.627487925885
91498330.56673205,35602.79730803138
171941371.13195968,30197.209740158152
95621184.97952467,34084.045360687
96236604.75679374,32548.029803609606
96752105.10026366,30229.289660913688
69371195.43578166,36380.11056710601
62171758.54169285,42627.627487925885
171941371.13195968,30197.209740158152
96236604.75679374,32548.029803609606
69602064.46033156,33761.4764980168
69337660.078309,36380.91637418154
96265656.82520449,32453.20817057074
62171758.54169285,42627.627487925885
171941371.13195968,30197.209740158152
69602064.46033156,33761.4764980168
67182838.90981829,35791.99191520642
96708093.25662625,30220.916198614166
95020596.7230776,32393.514844172238
96119551.43918645,30761.415400103022
170284977.5643946,30202.08357247889
171941371.13195968,30197.209740158152
62171758.54169285,42627.627487925885
170284977.5643946,30202.08357247889
96708093.25662625,30220.916198614166
62271230.12990302,37873.14596337722
68858750.45631021,33409.93568510842
67182838.90981829,35791.99191520642
95020596.7230776,32393.514844172238
96048363.26181704,30766.204581326314
95044544.99826741,32391.193684874503
171941371.13195968,30197.209740158152
62029276.02062094,37906.19899798052
68858750.45631021,33409.93568510842
98606301.60514206,30214.82280618781
170284977.5643946,30202.08357247889
94732260.11856568,32390.302867477258
68450648.59527612,35766.64738807705
65034028.99123603,35985.99901358292
62271230.12990302,37873.14596337722
96048363.26181704,30766.204581326314
98606301.60514206,30214.82280618781
94732260.11856568,32390.302867477258
96048363.26181704,30766.204581326314
59805831.08260858,34670.07351658877
99322751.57052934,29831.365507490325
67678448.40268797,33258.716916337726
98606301.60514206,30214.82280618781
94732260.11856568,32390.302867477258
99322751.57052934,29831.365507490325
66886577.533753335,33255.14570689284
95975270.7664243,30520.976240429314
95456112.94374299,32384.29631140214
53967180.4179188,34497.96609059017
108977839.24200618,29700.84799241307
98606301.60514206,30214.82280618781
99322751.57052934,29831.365507490325
66886577.533753335,33255.14570689284
68144610.89236605,33163.077525509514
92683958.0096572,30507.021314183785
99192689.18572426,29841.594812545514
108590774.32184291,29685.773231826337
97331550.83047563,30306.62041193162
53806417.557359874,34491.383292135346
92683958.0096572,30507.021314183785
53806417.557359874,34491.383292135346
97181700.11576164,30253.907535503356
66800697.081623435,33159.15665392744
98428914.13223124,29437.684351303087
94130263.03502,30306.347961602685
53806417.557359874,34491.383292135346
66800697.081623435,33159.15665392744
97316448.76550925,30058.75711459977
54879185.47977495,34321.103662626636
98352618.49039501,29436.158284039706
91868653.17883998,30199.04065641969
53806417.557359874,34491.383292135346
66800697.081623435,33159.15665392744
97316448.76550925,30058.75711459977
54879185.47977495,34321.103662626636
98352618.49039501,29436.158284039706
91868653.17883998,30199.04065641969
97434044.1142056,29740.345327343053
90072611.2612949,30520.129438819196
89764060.80526721,31077.760681595355
[1.55559693e+08],41769.819279328
[3.17571219e+09],36461.07013307292
[1.61608843e+09],38082.06789126511
[1.55559693e+08],41769.819279328
[3.17571219e+09],36461.07013307292
[1.4029683e+09],37891.26657573182
[4.70157755e+09],34040.06800396269
[1.55559693e+08],41769.819279328
[3.17571219e+09],36461.07013307292
[1.4029683e+09],37891.26657573182
[4.70157755e+09],34040.06800396269
[1.96090585e+08],39152.68964508266
[1.30118057e+09],38832.295342065656
[2.8013621e+09],36611.202534121716
[4.70151026e+09],34039.02769507362
[98522925.52970034],34133.94079053388
[98522925.52970034],34133.94079053388
[3.16620245e+09],31672.362589501805
[98522925.52970034],34133.94079053388
[3.16620245e+09],31672.362589501805
[85903545.30557364],35477.771405884174
[3.0832477e+09],31672.736594553877
[98522925.52970034],34133.94079053388
[2.27235047e+08],31199.03773141475
[85803476.50092518],35457.939381580785
[1.03994012e+08],34018.40556508694
[98522925.52970034],34133.94079053388
[2.27235047e+08],31199.03773141475
[1.03994012e+08],34018.40556508694
[1.36474055e+08],31331.522787215676
[2.28731462e+08],30318.920855711785
[85750993.33592898],35454.14075814573
[98522925.52970034],34133.94079053388
[1.03994012e+08],34018.40556508694
[85750993.33592898],35454.14075814573
[96430118.42854863],34197.9293585948
[1.07647016e+08],30006.728927264052
[98522925.52970034],34133.94079053388
[96430118.42854863],34197.9293585948
[84291591.99633116],35448.15593932592
[1.00410088e+08],30013.643660622933
[96543664.23109072],34189.96788954311
[1.03877411e+08],29949.64416419918
[84537818.63348186],34472.28951236627
[2.30633251e+08],29637.005416774286
[1.00410088e+08],30013.643660622933
[1.03877411e+08],29949.64416419918
[2.30633251e+08],29637.005416774286
[80949929.33055353],30111.776049719163
[1.17706891e+08],29904.935716012842
[1.00410088e+08],30013.643660622933
[1.03877411e+08],29949.64416419918
[2.30633251e+08],29637.005416774286
[1.17706891e+08],29904.935716012842
[2.27442463e+08],29637.359706218016
[71617243.32208103],30082.41398813587
[1.04128845e+08],29873.374237946817
[98716721.99704963],29903.95720451164
[1.17668751e+08],29393.51442790374
[71498781.1243555],30076.787939037775
[1.04128845e+08],29873.374237946817
[98716721.99704963],29903.95720451164
[68755084.03318435],30055.38508830105
[1.04908744e+08],29383.551573433844
[1.06567819e+08],29199.537573459496
[1.04908744e+08],29383.551573433844
[1.06567819e+08],29199.537573459496
[1.06296379e+08],29312.474843486834
[72123591.88125789],29436.180800852726
[68753754.51164335],30055.32811898755
[1.10891635e+08],28051.053373295046
[72123591.88125789],29436.180800852726
[68753754.51164335],30055.32811898755
[1.10891635e+08],28051.053373295046
[72736091.63474125],29430.967643946777
[96861217.77053148],28075.361413987048
[68753754.51164335],30055.32811898755
[1.10891635e+08],28051.053373295046
[70199701.5305196],28115.985887343566
[77065251.10208458],28055.76315053154
[69200909.31956637],29472.539623237622
[69200909.31956637],29472.539623237622
[68820576.45837712],30040.997018850376
[69752296.38578963],27834.9086093959
[69131509.36821932],29487.59792759735
[70268014.65280968],27722.477313235595
[68743042.56908804],30046.619396958427
[69752296.38578963],27834.9086093959
[70268014.65280968],27722.477313235595
[68147495.67441744],28979.27237678198
[68464642.59827036],28000.434743720372
[69752296.38578963],27834.9086093959
[70268014.65280968],27722.477313235595
[68464642.59827036],28000.434743720372
[69754631.52130383],27834.637703746073
[67910202.8343367],28907.01465697357
[69931070.752159],27747.356341293154
[68444186.73814076],28319.683080403305
