F1,F2
2966615.8718906045,88776.22936338805
1919379914.9464145,72499.67000179505
1463369805.2275038,87179.17428554522
4514774934.234918,53529.82873080377
2966615.8718906045,88776.22936338805
227291098.58340937,72485.58428293823
4514774934.234918,53529.82873080377
227291098.58340937,72485.58428293823
4530739345.866929,52912.46586401985
375506642.9191974,87621.59968084373
2884471349.2724953,59999.78329165493
254280229.76193208,72057.02129327387
4514774934.234918,53529.82873080377
4530739345.866929,52912.46586401985
375506642.9191974,87621.59968084373
2884471349.2724953,59999.78329165493
4781768979.345104,52765.74326224613
93911520.17249054,64881.75467671533
4283230379.6320543,58494.73916199586
374650909.0162867,87827.13389825964
4495648063.200451,58127.31067768816
4551929853.583287,52826.52090225836
4807628344.529817,52638.13354233123
364883108.5047314,71741.15318156201
113966002.92995495,58975.83042601849
4283230379.6320543,58494.73916199586
93911520.17249054,64881.75467671533
4485007626.723231,57441.27727795784
4514774934.234918,53529.82873080377
4781768979.345104,52765.74326224613
4545361826.911136,52800.31018218007
4518415370.99349,53165.21958650711
364883108.5047314,71741.15318156201
93911520.17249054,64881.75467671533
100881176.24350405,58284.78621324749
355730426.499142,35759.14716006696
93911520.17249054,64881.75467671533
100881176.24350405,58284.78621324749
355730426.499142,35759.14716006696
361071430.0893109,70662.01999326826
355730426.499142,35759.14716006696
361071430.0893109,70662.01999326826
371565054.029904,69443.00172230086
98784961.90153533,53820.65102568414
93906909.51866823,64618.62173061434
355730426.499142,35759.14716006696
5489113.9831036925,38993.04128050713
106589434.91617519,36170.38116814217
358552845.86812943,68694.2015263288
5489113.9831036925,38993.04128050713
106589434.91617519,36170.38116814217
358552845.86812943,68694.2015263288
115923937.8426938,33478.702173888014
359137077.17053723,68465.6557582029
5489113.9831036925,38993.04128050713
106589434.91617519,36170.38116814217
359137077.17053723,68465.6557582029
115867508.80620158,33476.61926630132
358275214.1271712,68612.91237802527
107073493.44288903,35816.780349432694
369678122.9131414,68352.57196774737
4097854.1001212597,34483.158378504166
357912666.48303497,63966.39806395404
111574433.6646319,32104.90499335561
357912666.48303497,63966.39806395404
111574433.6646319,32104.90499335561
100718566.8520394,32181.257146406235
382157127.6350862,34147.43815469842
382157127.6350862,34147.43815469842
111550207.20065731,32063.149399431575
100016995.40949625,32171.26890387109
357900873.2796795,63961.50568747389
382157127.6350862,34147.43815469842
111550207.20065731,32063.149399431575
382498143.86005443,34126.12436947955
111295126.87618029,32089.259231828313
98765894.27913266,32111.31184678398
354986144.4394661,63889.82366672394
88795133.3074227,32164.70960181046
382157127.6350862,34147.43815469842
382498143.86005443,34126.12436947955
98765894.27913266,32111.31184678398
354986144.4394661,63889.82366672394
88795133.3074227,32164.70960181046
2231215.8921191096,33377.12814347282
105718130.32676595,31891.892562302717
356464376.1872496,63606.6240243197
105718130.32676595,31891.892562302717
356464376.1872496,63606.6240243197
381659912.6663473,33299.71707188166
380271381.931029,34264.19440371044
354965044.9067847,63887.66021772165
78714789.58387232,32060.579775710663
5025258.338439822,33241.18516900982
354773127.4305014,64536.82608434642
109608711.62465149,31832.142182697342
375950855.90407884,33825.12357554513
356464376.1872496,63606.6240243197
78714789.58387232,32060.579775710663
5025258.338439822,33241.18516900982
105718130.32676595,31891.892562302717
381482181.3612131,33410.16626009584
381659912.6663473,33299.71707188166
354965044.9067847,63887.66021772165
354773127.4305014,64536.82608434642
109608711.62465149,31832.142182697342
375950855.90407884,33825.12357554513
78714789.58387232,32060.579775710663
105718130.32676595,31891.892562302717
354965044.9067847,63887.66021772165
377143843.9579337,32465.659624173706
356419386.04357487,63595.783893485044
109608711.62465149,31832.142182697342
375950855.90407884,33825.12357554513
78714789.58387232,32060.579775710663
105718130.32676595,31891.892562302717
354965044.9067847,63887.66021772165
377143843.9579337,32465.659624173706
356419386.04357487,63595.783893485044
354738816.254223,64516.40159677193
4609329004.483527,42190.78692700298
97726792.44849521,58574.868568358055
2000393843.2292578,55424.467269601286
3110978017.2696204,51866.00189413837
1555136461.9429834,55832.633873101004
4609329004.483527,42190.78692700298
97726792.44849521,58574.868568358055
3110978017.2696204,51866.00189413837
1342826982.759846,54568.83548624284
308372238.26974696,55410.20607528563
4625755044.092993,40285.58344793101
97726792.44849521,58574.868568358055
1642606277.6833053,39590.208414672
164123523.91240692,50534.79910785803
434979608.9298262,48442.21338056208
97726792.44849521,58574.868568358055
1642606277.6833053,39590.208414672
164123523.91240692,50534.79910785803
4612103777.8633,39364.21526077617
123510595.04477209,58471.67631810428
427738039.40415055,48179.05707538457
1639470760.552829,42174.3444091672
319653042.0486869,50058.92489932458
164123523.91240692,50534.79910785803
319653042.0486869,50058.92489932458
1388219487.168712,32822.36724623579
163792571.9539054,50883.16362383487
376532492.5523378,48063.72167068105
96316855.58578235,57720.354809627876
1388219487.168712,32822.36724623579
96316855.58578235,57720.354809627876
93608926.79831296,58311.34421435141
140424931.52503556,37487.42960639311
113303551.9279297,56904.54328096007
96316855.58578235,57720.354809627876
93608926.79831296,58311.34421435141
121281284.19929856,30750.42097626056
93019011.77069658,58315.481831792626
113271204.63226444,56902.67725266994
96316855.58578235,57720.354809627876
93608926.79831296,58311.34421435141
121281284.19929856,30750.42097626056
93019011.77069658,58315.481831792626
114706111.66824049,31144.0985201521
95562345.04346359,57727.72049692892
102637079.51463658,54538.40568771688
109982063.42105299,53449.98285571343
91939805.14212298,58602.16707776654
114706111.66824049,31144.0985201521
121279025.6942181,30747.024256813518
91345939.81320125,48234.21723075243
114706111.66824049,31144.0985201521
121279025.6942181,30747.024256813518
91345939.81320125,48234.21723075243
93687402.3273148,46765.064541123815
114741288.17925328,31118.916880671903
81817366.9504605,48498.31864104061
121279025.6942181,30747.024256813518
93687402.3273148,46765.064541123815
81817366.9504605,48498.31864104061
114661944.78518021,31117.967207037953
251240865.5752477,30676.637907234282
86249652.14011425,47115.05329034825
82429474.27558464,48202.80539473306
121279025.6942181,30747.024256813518
81817366.9504605,48498.31864104061
114661944.78518021,31117.967207037953
251240865.5752477,30676.637907234282
82429474.27558464,48202.80539473306
121303450.92156506,30739.284721332104
84073802.79796344,46525.21869383095
113082712.03590298,31163.717200529183
121279025.6942181,30747.024256813518
81817366.9504605,48498.31864104061
251240865.5752477,30676.637907234282
82429474.27558464,48202.80539473306
121303450.92156506,30739.284721332104
84073802.79796344,46525.21869383095
113082712.03590298,31163.717200529183
94972984.71106899,45016.39023286611
113574532.78478116,31074.655490333615
81817366.9504605,48498.31864104061
251240865.5752477,30676.637907234282
94880212.35269886,45012.451476461465
102522149.67147303,31286.205142102517
117862140.96998388,30726.652788395226
245182711.1200828,30702.259600546724
88676982.85692543,46462.1647426294
84073802.79796344,46525.21869383095
82429474.27558464,48202.80539473306
113082712.03590298,31163.717200529183
81817366.9504605,48498.31864104061
94880212.35269886,45012.451476461465
102522149.67147303,31286.205142102517
88676982.85692543,46462.1647426294
84073802.79796344,46525.21869383095
82429474.27558464,48202.80539473306
82462986.78833574,48202.622356365
83015561.18265945,46842.670628786516
82582237.29150891,48164.46382782321
102990452.2756738,29598.42223026801
81199266.27498585,48663.52331682428
95340237.37242407,29582.547070562498
84572063.47445643,42437.11584345753
84073802.79796344,46525.21869383095
83015561.18265945,46842.670628786516
82582237.29150891,48164.46382782321
83317370.14628798,46581.97577586984
81817366.9504605,48498.31864104061
81840333.59858656,48360.15377792967
82429474.27558464,48202.80539473306
95340237.37242407,29582.547070562498
84572063.47445643,42437.11584345753
84073802.79796344,46525.21869383095
83015561.18265945,46842.670628786516
82582237.29150891,48164.46382782321
83317370.14628798,46581.97577586984
80043417.30181819,48217.566013675954
84099794.01840973,46511.02144460109
82554917.21437174,48175.462536996594
82126084.13158464,48179.28957063606
95340237.37242407,29582.547070562498
82126084.13158464,48179.28957063606
79797981.26451153,48200.980233021495
82813222.06211185,43604.10476694978
84571803.03068751,42437.09886815818
82300358.3223651,48161.57804004409
95340237.37242407,29582.547070562498
73857185.732611,40364.58092405329
65355954.64809221,44423.28101338136
95340237.37242407,29582.547070562498
73857185.732611,40364.58092405329
65355954.64809221,44423.28101338136
65263481.63210136,44495.009860028025
73633300.73337477,40410.41586755002
4593212545.578539,40056.0020178079
73090557.69236904,46571.21429401392
4885173348.257997,38850.30461161753
3098175072.3379583,40278.87394661052
1533335154.0891435,43399.62377023506
4593212545.578539,40056.0020178079
73090557.69236904,46571.21429401392
3098175072.3379583,40278.87394661052
1320965223.8473542,42578.09441536109
4610740528.564414,33999.55295399091
4593212545.578539,40056.0020178079
73090557.69236904,46571.21429401392
3098175072.3379583,40278.87394661052
1320965223.8473542,42578.09441536109
4610740528.564414,33999.55295399091
4604638927.5816345,36716.78682071487
160737738.08473724,45739.27982684434
4609593964.463968,34097.10213641086
73090557.69236904,46571.21429401392
1320965223.8473542,42578.09441536109
73543543.85379386,46531.78118477365
302501807.11357194,42717.89857015639
4608495452.972236,33931.27355435423
1374017519.1600587,36377.8540094718
132708697.1374225,44885.91829871112
73090557.69236904,46571.21429401392
1320965223.8473542,42578.09441536109
73543543.85379386,46531.78118477365
4608495452.972236,33931.27355435423
1374017519.1600587,36377.8540094718
1371436939.0157678,36847.24857548737
130506182.30419785,44883.30249881328
199263527.41951352,42686.55678231385
73090557.69236904,46571.21429401392
4608495452.972236,33931.27355435423
90355436.33937466,35748.37173295673
73254965.75741297,46511.67597607058
73851422.33072561,46295.84749688276
73090557.69236904,46571.21429401392
4608495452.972236,33931.27355435423
90355436.33937466,35748.37173295673
73254965.75741297,46511.67597607058
73851422.33072561,46295.84749688276
69612476.8999396,46646.6612826676
91777491.89642888,35667.480658263295
73090557.69236904,46571.21429401392
69612476.8999396,46646.6612826676
74586733.5095787,33136.449345585155
73235345.10094196,46234.43239836573
73090557.69236904,46571.21429401392
69612476.8999396,46646.6612826676
74586733.5095787,33136.449345585155
73235345.10094196,46234.43239836573
69445181.35649759,46699.51635143422
72850763.04088664,46581.74218420729
73476574.03354663,46223.9181852833
74586733.5095787,33136.449345585155
73235345.10094196,46234.43239836573
73476574.03354663,46223.9181852833
71717299.92435521,46235.26535433878
68127021.75300539,46497.0646331863
73476574.03354663,46223.9181852833
71717299.92435521,46235.26535433878
68127021.75300539,46497.0646331863
74572651.19261688,33136.05756223314
69276588.72382385,46286.03522214963
73104268.6746915,46230.161947893925
71717299.92435521,46235.26535433878
74572651.19261688,33136.05756223314
69276588.72382385,46286.03522214963
66886508.77150273,46314.09536998925
73075181.3709051,46218.35467910993
74572651.19261688,33136.05756223314
69839348.29479182,35977.092710018376
66346454.53371698,46268.496597145095
74572651.19261688,33136.05756223314
69839348.29479182,35977.092710018376
66346454.53371698,46268.496597145095
74674111.65296328,33101.70346506958
74674111.65296328,33101.70346506958
66162308.88775569,33123.93448545982
66162308.88775569,33123.93448545982
74587047.15456384,33101.06144843387
75070397.73102468,32965.11020792696
66162308.88775569,33123.93448545982
75070397.73102468,32965.11020792696
75070799.93922818,32964.986367931124
66714020.57105571,33043.28666562516
75070397.73102468,32965.11020792696
75070799.93922818,32964.986367931124
75184046.8710689,32953.3070960601
65900314.901867926,33013.95311450878
78935412.66540146,32873.90613926525
75070397.73102468,32965.11020792696
75070799.93922818,32964.986367931124
75184046.8710689,32953.3070960601
65782905.73027742,33010.814473811406
76802597.66356087,32826.487756891554
75324519.96998984,32951.03938494044
75184046.8710689,32953.3070960601
65782905.73027742,33010.814473811406
75324519.96998984,32951.03938494044
75066204.73555559,32964.784089240056
76554374.3620736,32874.92028359571
76734897.6307993,32786.50025808094
72646834.03436106,32964.836086405296
67627132.35413295,33009.70835721651
125168360.40621531,40280.00317468435
4939583322.501472,35182.61810927878
3145913442.5045743,35347.32595056543
1590643504.40904,36641.08993086756
125168360.40621531,40280.00317468435
3145913442.5045743,35347.32595056543
1378291429.721187,36401.80450018198
4673827038.41313,31287.069999524567
125168360.40621531,40280.00317468435
1301163563.7658625,34851.67395182318
1688590202.4527364,34795.06444087048
2792283733.3523865,29379.552099789402
2792283733.3523865,29379.552099789402
108658089.4792338,29436.74593350224
2792283733.3523865,29379.552099789402
108658089.4792338,29436.74593350224
55810387.67572451,40200.205060414555
87346997.0868684,29626.477952403115
2792283733.3523865,29379.552099789402
108658089.4792338,29436.74593350224
87346997.0868684,29626.477952403115
51067888.49870694,40138.17793886621
2792283733.3523865,29379.552099789402
108658089.4792338,29436.74593350224
86116052.17815143,29563.57682436081
4369993228.221358,29347.561533630666
48797499.43350524,40058.00798492431
2792283733.3523865,29379.552099789402
108658089.4792338,29436.74593350224
86116052.17815143,29563.57682436081
4366263452.877905,29245.71360588574
2792147006.849867,29402.206199596443
86068417.03168976,29600.759525121943
86326055.70601279,29554.84121954444
48506095.269593894,40034.275578309935
2792283733.3523865,29379.552099789402
86116052.17815143,29563.57682436081
4366263452.877905,29245.71360588574
86326055.70601279,29554.84121954444
48506095.269593894,40034.275578309935
95309270.19332266,29395.860080724608
49208961.85082573,34859.88477576268
2840729613.3575544,29260.444433465633
86046488.3825081,29567.160488509915
48506095.269593894,40034.275578309935
75363217.63831806,28871.557366940193
48874534.766203046,34845.16495191889
48506095.269593894,40034.275578309935
48874534.766203046,34845.16495191889
75330984.5429725,28868.9455346736
53877275.90002954,33062.258167994056
48874534.766203046,34845.16495191889
75330984.5429725,28868.9455346736
53877275.90002954,33062.258167994056
75329670.64813387,28874.027088462164
51539743.804578185,33089.36091066961
75353137.5588103,28868.10880758799
44776905.50580078,34932.716504812925
75330984.5429725,28868.9455346736
75329670.64813387,28874.027088462164
75353137.5588103,28868.10880758799
44776905.50580078,34932.716504812925
85136937.03557187,28645.208650363584
50062277.23558831,32364.936791908098
45552803.18693262,33196.25463034013
75332917.11650753,28868.66870970255
44229621.390428424,34752.88401721553
85623782.11123419,28638.58758438777
75145949.46979809,28873.62066925838
50143872.82699901,32360.262107138362
45552803.18693262,33196.25463034013
44948485.30757493,34610.16649738281
85136937.03557187,28645.208650363584
75365372.5136168,28866.356251545847
50062277.23558831,32364.936791908098
75320682.16135943,28870.42126557402
44229621.390428424,34752.88401721553
85623782.11123419,28638.58758438777
75122628.85653275,28868.99081323447
50143872.82699901,32360.262107138362
45552803.18693262,33196.25463034013
44948485.30757493,34610.16649738281
78927508.00332284,28763.96654558366
49089272.84402996,32627.328544929285
85136937.03557187,28645.208650363584
75365372.5136168,28866.356251545847
44229621.390428424,34752.88401721553
75122628.85653275,28868.99081323447
50143872.82699901,32360.262107138362
78927508.00332284,28763.96654558366
85136937.03557187,28645.208650363584
85152296.87220013,28644.941886353925
49075375.65628517,32614.96780415972
44520204.399158835,33160.482108387674
85543786.2802651,28637.48479506465
75307674.70778573,28864.969766055787
85543786.2802651,28637.48479506465
44229621.390428424,34752.88401721553
57089686.650126696,32257.614465808645
74940776.00901312,28878.08629510212
44520204.399158835,33160.482108387674
50143872.82699901,32360.262107138362
47755475.61217201,32621.06493218969
84229591.0394975,28649.065654254508
78927508.00332284,28763.96654558366
75927082.98486578,28856.032168647973
44105814.66170776,34765.7030136775
84366692.90826082,28634.933997777596
57089686.650126696,32257.614465808645
74678354.62261593,28943.814867033936
44520204.399158835,33160.482108387674
44229621.390428424,34752.88401721553
47634680.88916087,32558.54377421741
78927508.00332284,28763.96654558366
50032889.597376764,32357.310630971835
84229591.0394975,28649.065654254508
44105814.66170776,34765.7030136775
84366692.90826082,28634.933997777596
55969031.690119565,32244.081120124607
74678354.62261593,28943.814867033936
44520204.399158835,33160.482108387674
44229621.390428424,34752.88401721553
78879880.38153493,28753.822196840527
47634680.88916087,32558.54377421741
50032889.597376764,32357.310630971835
44590926.94741464,33128.33075803403
85212254.60792339,28620.82234117147
43875675.5450021,34757.229763349285
55012834.548873305,32202.690190792287
74641046.75266117,28946.970176376388
78689645.49751556,28746.56899305521
44229621.390428424,34752.88401721553
44520204.399158835,33160.482108387674
47634680.88916087,32558.54377421741
50032889.597376764,32357.310630971835
84366692.90826082,28634.933997777596
144902182.690327,39329.22999541895
3162775551.275786,34244.881303684764
1608911587.1026173,35650.15595266552
144902182.690327,39329.22999541895
3162775551.275786,34244.881303684764
1396282290.993865,35451.38569384637
4695376322.446687,31023.994008094625
144902182.690327,39329.22999541895
4695376322.446687,31023.994008094625
4466869606.0362015,32833.9477965421
120247259.94194514,42798.91202471242
2783116599.4086633,33826.979320628445
1249939034.3745904,34498.31828261416
144902182.690327,39329.22999541895
4695376322.446687,31023.994008094625
4466869606.0362015,32833.9477965421
120247259.94194514,42798.91202471242
2783116599.4086633,33826.979320628445
1111660763.803615,34198.785561712866
273935997.8838396,39196.94569594739
144902182.690327,39329.22999541895
4466869606.0362015,32833.9477965421
120247259.94194514,42798.91202471242
1111660763.803615,34198.785561712866
273935997.8838396,39196.94569594739
4637982433.0665865,28659.4269520409
1112556482.2207398,34173.87300840907
143941054.2089333,39332.67769875658
1130376117.9434056,33184.57635241974
4466869606.0362015,32833.9477965421
1111660763.803615,34198.785561712866
4637982433.0665865,28659.4269520409
1112556482.2207398,34173.87300840907
4470490188.843255,32680.72047036868
143292732.2801516,39195.328628405114
1111574342.2949705,34263.038799299786
4637006465.675125,29533.14942888762
1123425837.8299937,33171.294303482646
120181937.45980436,42781.10565067747
4637982433.0665865,28659.4269520409
4470490188.843255,32680.72047036868
143292732.2801516,39195.328628405114
1108539068.6600819,34148.114280518275
4636430551.025174,28812.821733297278
118792623.25294864,42706.66598395128
1109269525.432581,32809.18342921417
4637982433.0665865,28659.4269520409
4636430551.025174,28812.821733297278
1109269525.432581,32809.18342921417
104428697.89102066,33008.06444364315
33533525.733930588,37479.585792816724
1210909108.7672472,32787.899162325826
4461378465.801823,29306.47740001545
4637982433.0665865,28659.4269520409
4636430551.025174,28812.821733297278
311026244.5804666,29132.579370939522
31449112.40304649,37079.006821998155
87642064.97991145,29376.248661514714
4637982433.0665865,28659.4269520409
31449112.40304649,37079.006821998155
87642064.97991145,29376.248661514714
29807272.394612014,37564.78091427754
4626478244.786831,28681.716017843217
97942746.31756175,28892.599680757645
31449112.40304649,37079.006821998155
87642064.97991145,29376.248661514714
29807272.394612014,37564.78091427754
32904558.353384733,36783.5646591599
4626138250.692118,27204.602622726256
33810278.788541734,36453.659912284165
85719687.92630517,31114.625123172344
97184145.28232157,28796.29790790241
31449112.40304649,37079.006821998155
87642064.97991145,29376.248661514714
32904558.353384733,36783.5646591599
4626138250.692118,27204.602622726256
33810278.788541734,36453.659912284165
85719687.92630517,31114.625123172344
36302247.783341885,34848.30090212238
96420740.9461233,28762.544699721908
75129929.97017455,31495.73559322445
29243691.34500301,37150.47653917891
29243691.34500301,37150.47653917891
4626138250.692118,27204.602622726256
88765417.10587901,28109.165882700017
4625927715.272907,27212.636540202962
74931033.57929397,31490.83736362028
